position_name,city,company_name,salary,education,industry,address,industryLables,label,advantage,size,stage,work_year,position_detail
2.至少精通C/C++/Python/Shell中任一门编程语言，有Linux系统使用经验；
3.对机器学习算法原理有深刻理解，有丰富的机器学习、深度学习算法应用经验；
4.有知名互联网公司工作、实习经历者优先；
5.熟悉搜索，learningtorank相关技术者优先；
精通深度学习算法调优、有tensorflow等平台实战经验者优先。

"

机器学习讲师,北京,达内时代科技集团有限公司,15k-30k,本科,"移动互联网,教育","['方庄', '成寿寺', '东铁匠营']","['金融', '人工智能', '深度学习']","['技能培训', '股票期权', '专项奖金', '带薪年假']","五险一金,商业保险,股票期权",2000人以上,上市公司,3-5年,"
职位描述：

岗位职责：
1.研发机器学习课程内容及课件；
2.按照教学大纲、教学进度，高质量地完成日常授课任务；
3.配合市场部门的招生宣传工作；
4.参加公司组织的内训，不断学习新技术。
任职资格：
?
1.本科以上学历，有良好的数学基础和逻辑建模能力；
2.深入理解诸如回归、分类、聚类等机器学习领域的基本概念；
3.熟悉推荐引擎、自然语言处理、语音识别、图像识别、人脸识别、神经网络等人工智能领域的相关算法；
4.熟练掌握Python语言；
5.熟练使用Numpy、Scipy、Matplotlib、Pandas等数值计算库；
6.熟练使用sklearn、nlp、opencv等机器学习工具包；
7.具有一定的深度学习研发背景，熟悉至少一种深度学习框架，如：TensorFlow、Caffe、Theano、Keras、ConvNet、Torch等；
8.在至少一个领域有深入的研究，如：深度神经网络、语义分析、模式识别、机器视觉、量化金融等；
9.在强化学习领域有丰富的项目经验及算法实现能力者优先考虑；
10.善于分析问题、解决问题，具备丰富的想象力、卓越的学习能力和创造性思维能力，具有良好的团队协作精神，怀有推动人工智能不断发展的理想和使命感。

"

机器学习算法工程师,南京,北京国信杰云科技有限公司南京分公司,15k-25k,本科,移动互联网,,[],"['午餐补助', '交通补助', '通讯津贴', '五险一金']","算法,福利补贴",50-150人,天使轮,3-5年,"
职位描述：

岗位职责1.负责机器学习、深度学习领域的算法模型研究工作；2.机器学习、计算机视觉、图像处理及语义理解等算法开发、训练和优化；3.负责机器学习平台项目的技术研发，根据业务需求对相关工具、算法进行稳定性和性能优化。4.在产品中集成算法岗位要求1.985、211院校统招本科学历以上，计算机、数学相关专业，两年及以上相关工作经验；2.善于学习新知识，动手能力强；有较好的团队协作能力和执行力；3.熟悉Linux开发环境，熟悉?Java,?熟悉?c/c++,?熟练掌握python编程语言，代码能力强；4.对机器学习和数据挖掘的原理和算法有了解优先；5.精通主流机器学习算法，对贝叶斯、随机森林、SVM、神经网络、聚类、PCA等有深入应用和研究；6、机器学习和人工智能前沿有持续跟踪和应用转化；7.对机器学习框架Tensorflow?Caffe?PyTorch等有深入应用者优先；8.有图像识别相关开发经验者优先。

"

算法专家机器学习,杭州,苏州融畅软件科技有限公司,25K-45K,本科,移动互联网,['艮山'],[],"['""""']",氛围好，上升空间大,50-150人,未融资,3-5年,"
职位描述：

-?GIS、计算机及相关专业硕士以上学历?
-?在相关数据挖掘领域两年以上的从业经验，热爱算法设计和工程实现
-?面对业务问题，您要能快速理解问题并设计可行的解决方案
-?良好的团队合作，较强的沟通能力，对解决具有挑战性问题充满激情

"

机器学习算法工程师,深圳,珠海市筑巢科技有限公司,15k-20k,硕士,"移动互联网,电子商务",['科技园'],['电商'],"['弹性工作', '绩效奖金', '专项奖金', '年底双薪']","扁平化管理,弹性制上班,福利好,双休",50-150人,不需要融资,不限,"
职位描述：

1、负责为公司产品提供机器学习，深度学习，知识图谱技术支撑；2、根据业务需要，设计与实现支持业务所需要的算法模型，并建立模型验证和迭代机制；任职资格：1、硕士以上学历，计算机，数学，统计相关专业，可接受优秀应届毕业生；2、熟练掌握linux环境下Python开发语言，熟悉常用的机器学习或推荐算法；熟悉GBDT,SVM,XGboost，DL等常用库；3、有良好的数学理解能力和学习能力，能较快阅读中英文文献并实现文献中的相关算法；4、有机器学习，文本挖掘，表示学习至少一个领域的相关经验；5、有丰富特征工程，搜索推荐或知识图谱项目经验优先。

"

机器学习科学家（可兼职）（上海）,上海,上海寰融信息技术有限公司,20k-40k,博士,"金融,数据服务","['广中路', '中山北路', '虹口足球场', '广中路', '中山北路', '虹口足球场']",['金融'],"['带薪年假', '绩效奖金', '定期体检', '股票期权']","金融AI,替代分析师,大数据处理",15-50人,A轮,不限,"
职位描述：

WearelookingforPh.D.levelorMSwithexceptionallystrongMLexperiencedatascientisttoparticipateinbuildingtheMasterMachineLearningAlgorithmandPlatformforfinancialresearch.
Thecandidate'sBS,BA,MA,MS,PhDshouldbeamongcomputerscience,statistics,math,operationresearch,economics,finance,physics,psychology.
Experienceinanyoneorpreferablymoreofthefollowingmodelsandtheiroptimizationalgorithmsisrequired:
*GraphicalModels,e.g.,???*ConditionalRandomFields???*BayesianNetworks*GeneticAlgorithm*FirstorderandPropositionalRuleBasedSystems,e.g.,????*TractableMarkovLogic???*Prolog???*LiftedInverseDeductionAlgorithms*RecurrentNets,e.g.,????*LSTM*Naturallanguageprocessing,e.g.????*Autotextgeneration????*AutoTextSummary?*ReinforcementLearning*DecisionTrees(ensambles)*InstanceBasedLearning???*SVM???*k-nearestneighbor???*AmazonNetflixRecommendationsystem*TimesSeriesAnalysis,e.g.,????*Co-integration???*VAR*UxdesignandPsychology
FamiliarityofpopularMLplatformsandpackagessuchastensorflow,azure,scikitisdesiredbutnotrequired.
Thecandidateneedstoregularlysearch,read,evaluatetopresearchpapersaswellasopensourceprojects,andsetupandexecuteplanstointegratetheirmethodsandsourcecodeintoourresearchprocessandplatform.
TotalCompensationRange:150k-500kRMB+StockOptionsperyear.
DoyouwanttobetheonearmedwithAItobeatandreplaceotheranalystsandtradersinsteadofholdingjobstobereplacedbyrobots?Pleasesendusyourresume!

"

计算机视觉-机器学习/深度学习专家,杭州,杭州机慧科技有限公司,25k-50k,硕士,"移动互联网,硬件",,[],"['绩效奖金', '股票期权', '专项奖金', '年终分红']","期权激励,酷炫产品,人性化管理",少于15人,未融资,3-5年,"
职位描述：




岗位职责：
1.?与其他算法研究人员或工程师配合研究和实现新算法
2.?与产品团队配合进行算法实用性调优
任职资格：
1.?本科及以上学历，对计算机视觉有浓厚兴趣
2.?精通常见的机器学习算法，并熟悉至少一个视觉分支的最新进展和各种算法
3.?精通c/c++、python，熟悉tensorflow、caffe等至少一种深度学习框架者优先
4.?有计算机视觉或深度学习相关的科研经历和工程经验者优先
5.?良好的英文听说读写能力

"

机器学习算法工程师,深圳,深圳市大寰机器人科技有限公司,20k-30k,硕士,硬件,"['深圳湾', '大冲', '科技园']",[],"['定期体检', '股票期权', '午餐补助']","机器人行业,弹性工作,团队氛围好",少于15人,天使轮,1-3年,"
职位描述：

工作内容：
设计实现基于机器视觉的机器学习算法，用于工业上的识别，追踪，检测领域。

岗位要求：
1.研究生以上学历，计算机相关专业，三年以上工作经验。
2.有机器人视觉系统开发经验，精通C++或python。
3.有良好的数学基础，熟悉图像处理、分割、物体检测与识别等计算机视觉算法。
4.熟练掌握一种以上机器学习框架，能够顺畅地读写英文论文和文档。

"

机器学习工程师,上海,上海彩亿信息技术有限公司,20k-40k,本科,"移动互联网,金融","['漕宝路', '田林', '漕河泾']",[],"['股票期权', '年底双薪', '五险一金', '带薪年假']",优质平台，亿级用户，极客文化，无限发挥！,500-2000人,不需要融资,5-10年,"
职位描述：

岗位职责：
1、利用机器学习或深度学习技术进行前沿人工智能技术研发；
2、负责图像识别、语义理解、语音识别相关的算法研究；
3、负责人工智能算法项目实施及优化；
4、对业界新应用和技术进展进行跟踪研究
5、负责或参与AI团队的建设和管理。

工作要求：
1、本科及以上学历，计算机、数学、统计等相关专业优先；
2、精通人工智能领域相关理论和算法，并具备丰富的项目实践经验；
3、熟悉大规模数据分析技术，掌握机器学习的相关技术；?
4、熟悉最新的深度学习和机器学习算法，精通自然语言处理者优先；
5、具有快速学习能力，能够高效使用各种新的技术和框架；
6、工作主动性强，勇于挑战和创新；
7、有带团队经验和能力，沟通表达能力和分析解决问题能力强；
8、在CVPR、ECCV、NIPS等计算机视觉顶级会议上发表过论文者优先考虑。

"

机器学习工程师,北京,北京陌陌科技有限公司,20k-40k,本科,社交网络,"['望京', '大山子', '花家地']","['广告营销', '算法', '数据挖掘']","['岗位晋升', '帅哥多', '管理规范', '技能培训']","团队氛围好,发展空间大",500-2000人,上市公司,不限,"
职位描述：

岗位职责：
1、和策略人员构建大规模广告机器学习平台；
2、使用上亿级别的广告实时和离线数据持续优化广告效果。
岗位要求：
1、本科以上学历，3年以上工作经验，计算机相关专业毕业；
2、熟悉linux开发环境，并精通c++，java，scala中的至少一门编程语言，熟悉python的使用；
3、有过大规模机器学习算法实践经验，有分布式tensorflow使用经验，并成功上线。

"

计算机视觉、机器学习、深度学习的实习生,杭州,杭州昇星网络科技有限公司,4k-8k,本科,"其他,移动互联网","['近江', '望江']","['大数据', '人工智能']","['黑科技', '弹性工作', '午餐补助', '领导好']","一流团队,一线产品,线下大数据,快速发展",15-50人,天使轮,不限,"
职位描述：

征服未知，勇做先驱！
善贾——拥有国内顶尖核心技术，用大数据解决行业难题。

你将负责的工作：
算法、软件、产品方面的研究与开发

你已掌握的技能：
1.有较强的编程能力，熟练掌握C/C++和python；
2.较强的逻辑思维能力以及软件、算法实现能力；
3.具有良好的沟通能力和团队合作精神。
